title,description,location
"War Department and Indian Affairs, 1800-1824","<p>Consists of the letters received by and letters sent to the War Department, including correspondence from Indian superintendents and agents, factors of trading posts, Territorial and State governors, military commanders, Indians, missionaries, treaty and other commissioners, Treasury Department officials, and persons having commercial dealings with the War Department, and other public and private individuals. In addition, attachments include vouchers, receipts, requisitions, abstracts and financial statements, certificates of deposit, depositions, contracts, newspapers, copies of speeches to Indians, proceedings of conferences with Indians in Washington, licenses of traders, passports for travel in the Indian country, appointments, and instructions to commissioners, superintendents, agents, and other officials.</p>",https://link.gale.com/apps/collection/3XNU/GDSC?u=miami_richter&sid=bookmark-GDSC
"We Were Prepared for the Possibility of Death: Freedom Riders in the South, 1961","<p>Contains images of The Freedom Rides, and the violent reactions they provoked.</p>",https://link.gale.com/apps/collection/4HLV/GDSC?u=miami_richter&sid=bookmark-GDSC
Black Economic Empowerment: The National Negro Business League,<p>This collection comprises the National Negro Business League files in Part III of the Booker T. Washington Papers in the possession of the Library of Congress.</p>,https://link.gale.com/apps/collection/4LKS/GDSC?u=miami_richter&sid=bookmark-GDSC
Civil War Service Reports of Union Army Generals,"<p>These records comprise Entry 160: Generals Service Reports, 1864-1887, RG94: Records of the Adjutant Generals Office, 1780s-1917.</p>",https://link.gale.com/apps/collection/4QOF/GDSC?u=miami_richter&sid=bookmark-GDSC
"Confederate Newspapers: A Collection from Florida, Georgia, Tennessee, Virginia and Alabama HF",<p>This Archives Unbound collection has been digitized from the Scholarly Resources microfilm collection entitled &amp;quot;Confederate Newspapers.&amp;quot; All issues in the microfilm have been included.</p>,https://link.gale.com/apps/collection/4MTS/GDSC?u=miami_richter&sid=bookmark-GDSC
"Federal Surveillance of African Americans, 1920-1984",<p>Source materials for the major social movements and key figures in early twentieth century black history.</p>,https://link.gale.com/apps/collection/3ENB/GDSC?u=miami_richter&sid=bookmark-GDSC
Fight for Racial Justice and the Civil Rights Congress,"<p>The records in this collection represent the files of the national office of the Civil Rights Congress, based in New York City, including several hundred case files; publications produced and received by the Congress; files of the Literature Department; Executive Director William Pattersons correspondence files; correspondence and other materials from Civil Rights Congress chapters around the country, including case files of the New York chapter; and files of the New York headquarters of the Communist Party of the United States of America, created during the trial of twelve Communist leaders, 1948-1949, including two black members, Benjamin J. Davis and Henry Winston, consisting of correspondence, transcripts, legal briefs, and printed material.</p>",https://link.gale.com/apps/collection/5888/GDSC?u=miami_richter&sid=bookmark-GDSC
"James Meredith, J. Edgar Hoover, and the Integration of the University of Mississippi","<p>This collection contains FBI documentation on Meredith&#39;s battle to enroll at The University of Mississippi in 1962 and white political and social backlash, including his correspondence with the NAACP and positive and negative letters he received from around the world during his ordeal.</p>",https://link.gale.com/apps/collection/3HGA/GDSC?u=miami_richter&sid=bookmark-GDSC
"Literature, Culture and Society in Depression Era America: Archives of the Federal Writers&#039; Project","<p>This collection comprises, in its entirety, the Primary Source Media microfilm collection Archives of the Federal Writers Project: Printed and Mimeographed Publications in the Surviving Federal Writers Project Files, 1933-1943.</p>",https://link.gale.com/apps/collection/3TQA/GDSC?u=miami_richter&sid=bookmark-GDSC
Mountain People: Life and Culture in Appalachia,"<p>This collection comprises in its entirety, the Primary Source media microfilm collection entitled First Three Centuries of Appalachian Travel. In addition, a small very number of selected titles were included from the microfilm collections entitled Travels in the Old South I, II, &amp; III: 1607-1860; Travels in the New South I &amp; II, 1865-1950; and, Kentucky Culture: A Basic Library of Kentuckiana.</p>",https://link.gale.com/apps/collection/3XNL/GDSC?u=miami_richter&sid=bookmark-GDSC
"Price Control in the Courts: The U.S. Emergency Court of Appeals, 1941-1961","<p>This collection provides a look into the creation and activities of the temporary Emergency Court of Appeals, staffed by judges from the district and appellate courts, with exclusive jurisdiction to determine the validity of price control regulations.</p>",https://link.gale.com/apps/collection/3TQC/GDSC?u=miami_richter&sid=bookmark-GDSC
Republic of New Afrika,"<p>This collection provides documentation collected by the FBI through intelligence activities, informants, surveillance, and cooperation with local police departments. These documents chronicle the activities of Republic of New Afrika national and local leaders, power struggles within the organization, its growing militancy, and its affiliations with other Black militant organizations.</p>",https://link.gale.com/apps/collection/3LCA/GDSC?u=miami_richter&sid=bookmark-GDSC
IMF eLIBRARY,"The IMF publishes a range of time series data on IMF lending, exchange rates, and other economic and financial indicators.",http://www.elibrary.imf.org/
Nineteenth Century Collections Online,"A multi-year global digitization and publishing program focusing on primary source collections of the long nineteenth century, with content being sourced through partnerships with major world libraries as well as specialist libraries, including monographs, newspapers, pamphlets, manuscripts, ephemera, maps, statistics, and more.",https://infotrac.galegroup.com/itweb/miami_richter?db=NCCO
Chemical &amp;amp; Engineering News,"Weekly magazine published by the American Chemical Society that covers science and technology, business and industry, government and policy, education, and employment aspects of the chemistry field.",https://pubs.acs.org/journal/cgeabj
Household Products Database,<p>Information in the Household Products Database is from a variety of publicly available sources including brand-specific labels and Material Safety Data Sheets when available from manufacturers and manufacturers' web sites.</p>,https://www.whatsinproducts.com/
